text,label
làm bài tập .,Neutral
cứ ngỡ được 10 điểm là chắc chắn rồi .,Negative
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .,Negative
thêm phòng thiết bị để thực hành .,Negative
dễ hiểu đầy đủ .,Positive
điểm .,Neutral
"giáo viên tốt bụng , vui tính .",Positive
"slide quá khó hiểu , nhiều chỗ không giải thích rõ ràng , đặc biệt là các bài hướng dẫn thực hành .",Negative
"nói rõ mục tiêu cũng như các bước làm của lab , khối lượng bài tập vừa phải .",Positive
giải đáp kịp thời những thắc mắc cho sinh viên .,Positive
"giảng viên nhiệt tình , phương pháp dạy dễ tiếp cận , dễ hiểu .",Positive
"phòng học cần lắp thêm quạt và ổ cắm vì sinh viên phải sử dụng laptop để làm bài tập , cần có thêm màn che cửa sổ để có thể theo dõi bài giảng trên slide tốt hơn .",Negative
bài tập không cho ví dụ về nhà để xem lại .,Negative
giảng viên thiếu rất nhiều hoạt động để việc học bớt nhàm chán khi quá bám sát bài học .,Negative
"thầy dạy dễ hiểu , rất hài lòng .",Positive
"micro và các thiết bị âm thanh , máy chiếu cần nâng cấp .",Negative
"cách giảng bài dễ hiểu , hay .",Positive
đầy đủ kiến thức .,Positive
chất lượng phòng máy rất tệ .,Negative
"thầy giảng ngắn gọn , đầy đủ .",Positive
tốt giỏi chu đáo .,Positive
"tuy có phần chém gió kinh điển nhưng kiến thức , hiểu biết rộng , đặc biệt về công nghệ .",Positive
"chờ học sinh gửi email mới show được slide to lên , giảng cho qua loa không hỏi học sinh có hiểu gì hay không ?",Negative
tạo niềm vui cho bọn em tuy lý thuyết bọn em rất đuối sức .,Positive
"nhiệt tình , truyền cảm hứng .",Positive
"thầy hài hước , giọng truyền cảm .",Positive
"thầy dạy rất nhiệt tình , tâm huyết , dễ hiểu .",Positive
không hiểu cách chấm bài thi của thầy .,Negative
tiết học chưa được thu hút .,Negative
giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,Negative
cần vào thẳng nội dung .,Negative
"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .",Positive
cô dạy trên lớp và thực hành tận tâm .,Positive
em rất hài lòng về thầy .,Positive
"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",Negative
"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",Positive
"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",Positive
"giảng viên tận tâm , tạo điều kiện cho học sinh làm bài tập .",Positive
cần giải bài tập nhiều hơn .,Negative
"kiến thức thực tiễn của thầy rộng , giảng dạy vui vẻ .",Positive
cô cũng không cung cấp hay giải thích gì đáp án của bài thi .,Negative
"thầy rất nhiệt tình , nói rất nhiều đến khản giọng mà sức truyền tải không bằng thầy wzjwz159 .",Positive
kiến thức giảng dạy môn tiếng anh hầu như không giúp ích nhiều cho sinh viên trong việc tìm hiểu các tài liệu chuyên ngành .,Negative
"thấy rất hiền , rất chi là hơi trẻ con .",Positive
"giảng dạy hay , dễ hiểu , cuốn hút sinh viên .",Positive
"cách tìm kiếm chúng ở đâu , khai thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ .",Negative
"giảng hơi nhanh , chưa kỹ lắm .",Negative
"những phần trọng tâm bài tập thì cũng không nói được "" đây là phần quan trọng có trong đề thi các em cần chú ý "" .",Negative
"nghe , nói luyện tập cao .",Positive
giáo viên giảng hay dễ hiểu .,Positive
sử dụng phần mềm crack .,Negative
nhiều khi dạy quá thời gian .,Negative
tuy dạy chậm giúp học sinh dễ hiêu tuy nhiên nhiều bài khó thì sẽ khiến sinh viên dễ chán .,Negative
"thầy vui tính , thương sinh viên , dạy dễ hiểu .",Positive
thầy bằng nhiệt tình tận tụy với sinh viên trong việc hướng dẫn đồ án .,Positive
"dạy dễ hiểu , thân thiện .",Positive
có các phần ôn tập không liên tới bài kiểm tra .,Negative
không nên tổ chức thực hành hình thức 2 .,Negative
sự thân thiện và tận tình đối với học viên .,Positive
"thầy giảng bài nhiệt tình , gần gũi với sinh viên , nội dung không hiểu có thể hỏi ngay thầy tại lớp .",Positive
giảng viên cần nắm vững xem sinh viên có hiểu được bài hay không và đưa ra phương án để sinh viên nắm vững kiến thức .,Negative
thầy thiện nhiệt tình .,Positive
truyền đạt thực tiễn vấn đề .,Positive
giáo viên rất nhiệt tình và tâm huyết đối với sinh viên .,Positive
"âm thanh thầy giảng hơi nhỏ , khó khăn trong việc nghe giảng .",Negative
nên thay đổi hình thức khảo sát với môn học này thì môn học này không có lên lớp và chỉ có đến hạn thì báo cáo với giảng viên .,Negative
"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",Negative
"thầy dạy khá nhiệt tình , vui tính .",Positive
"em nghĩ chỉ nên bắt buộc các bài tập có dạng căn bản , còn bài tập tương tự thì chỉ khuyến khích sinh viên làm thêm .",Negative
thầy dạy rất hay ạ !,Positive
"không thống nhất trước về hình thức thi và làm bài tập , đến những tuần cuối cùng mới công bố .",Negative
nhằm giảm thời lượng giảng dạy cũng như sự thú vị khi học môn toán .,Negative
"giảng viên dạy nhiệt tình , dễ hiểu .",Positive
em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,Negative
"cô cực kỳ nhiệt huyết , cô rất dễ thương colonlove cô yêu học trò của mình , cô cực kỳ khách quan , phong cách làm việc của cô rất giống người nước ngoài , em thích cô .",Positive
"giảng viên nhiệt tình , tận tâm với công việc , slide dễ hiểu , hoạt động học tập sôi nổi .",Positive
"chú ý giữ sức khỏe , nhất là cổ họng colonsmile .",Negative
"thầy tận tâm , nhiệt tình .",Positive
máy ở phòng thực hành quá tệ .,Negative
thầy rất dễ thương .,Positive
"giảng viên nhiệt tình , thân thiện .",Positive
"thầy truyền đạt rất tận tình , dễ hiểu lượng bài tập , nội dung thi hợp lý , vừa sức với sinh viên .",Positive
giảng viên nên đến đúng giờ hơn và cho nhiều bài tập hơn .,Negative
"em thấy những nội dung như vậy rất mơ hồ , có tính áp đặt suy nghĩ cho người học .",Negative
"cần nâng cấp máy tính trong phòng thực hành , nhiều kit de2 bị lỗi cần sửa chữa hoặc thay mới .",Negative
em thấy môn này nhiều lý thuyết không đáp ứng đủ trong việc làm đồ án .,Negative
tạo điều kiện cho sinh viên làm việc nhóm .,Positive
phương pháp dạy chưa hay .,Negative
hay bị về trễ colonsad .,Negative
cần dạy chi tiết hơn .,Negative
cô giảng rất nhiệt tình .,Positive
dạy rất chi tiết và đầy đủ những kiến thức quan trọng .,Positive
"đề thi thực hành cần nêu yêu cầu cụ thể , rõ ràng hơn .",Negative
giọng của giảng viên rất khó nghe nên không thể nghe giảng hết những điều thầy nói .,Negative
"giảng dạy hay , nhiệt tình .",Positive
"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",Positive
"dạy hơi nhiều , và hơi nhanh .",Negative
nên tạo không khí thoải mái cho tiết học để sinh viên dễ hiểu bài và thêm yêu thích môn học của giảng viên .,Negative
giảng dạy tận tâm .,Positive
"cả năm toàn học vòng lặp "" if "" "" for "" "" while "" đến bữa cuối mới lơ mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó .",Negative
"gần gũi , thân thiện với sinh viên , khả năng truyền đạt kiến thức tốt .",Positive
quá dễ dẫn đến buồn ngủ .,Negative
giảng viên không có tính hài hước .,Neutral
"vui tính , nhiệt tình .",Positive
"thầy vui tính , giảng bài hay , đưa nhiều thông tin thực tế vào bài giảng .",Positive
thẩy wzjwz311 rất vui và nhiệt tình .,Positive
giáo viên giảng dạy lôi cuốn .,Positive
"nhiệt tình , dễ gần , truyền đạt tận tâm .",Positive
phương pháp truyền đạt của giảng viên chưa hiệu quả lắm .,Negative
giáo viên chưa tạo được không khí vui vẻ trong lớp học .,Negative
thầy giúp em biết mạch số là gì .,Positive
có lúc thầy lạc đề .,Negative
thầy dạy hơi chậm .,Negative
"lần được học thầy , thấm nhiều thứ quá .",Positive
nhiều phần trong slide bài giảng của giảng viên không chính xác .,Negative
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",Negative
"thực hành đúng tiêu chí môn học , đi từ dễ đến khó cho sinh viên học tập từng bước dễ hiểu , giảng viên tích cực giải đáp thắc mắc và hỗ trợ sinh viên trong giờ thực hành .",Negative
"dạy dễ hiểu , sâu rộng .",Positive
"thầy dạy nhiệt tình , vui vẻ .",Positive
"thầy cực kỳ tâm lý , vui tính , dạy nhiệt tình và tận tụy với học trò .",Positive
thầy luôn chủ động tạo tranh luận và kiểm tra bài tập đầu giờ để sinh viên dễ dàng nắm bắt kiến thức .,Positive
"nội dung tiết học còn lan man , cảm tưởng như thầy đang dạy về tiếng anh chuyên ngành , chứ không đào sâu về kỹ thuật .",Negative
nên tự tin hơn trong việc giảng dạy .,Negative
giảng viên có cập nhật thông tin mới nhất về tình hình thực tế .,Positive
giáo viên rất nhiệt tình đối với sinh viên .,Positive
cảm thấy hứng thú khi lên lớp .,Positive
"cùng một kiến thức nhưng cách truyền đạt của thầy dễ hiểu hơn , phù hợp với đại đa số sinh viên và tất nhiên là hữu dụng cho các môn khác chứ không hề lan man , thiếu trọng tâm như các giảng viên toán khác .",Positive
giảng viên chưa bám sát được sinh viên .,Negative
nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .,Negative
"phần kiểm tra , thi cử đối với môn này nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .",Positive
"do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy .",Positive
luôn đảm bảo giờ giấc trong tiết học .,Positive
